month,dest,origin,average_seats,average_passengers
1,AUA,EWR,6076.5,5155
1,AUA,FLL,2482.25,1828.75
1,AUA,HOU,143,102
1,AUA,IAD,428,355
1,AUA,IAH,716,411
1,AUA,JFK,3423.2,2652.8
1,AUA,LAX,14,3
1,AUA,MIA,3969.25,2767.25
1,AUA,MSP,580.333333333333,399.333333333333
1,AUA,ORD,894.666666666667,697.666666666667
1,AUA,PHL,1536,1308
1,AUA,SJU,143,118
1,AUG,BOS,711,216
1,AUH,IAD,7223,5767
1,AUH,JFK,15066,10879
1,AUH,LAX,4592,2687
1,AUH,ORD,11780,7461
1,AUK,BET,45,25
1,AUK,EMK,73,11.7
1,AUK,KOT,21.3333333333333,7
1,AUK,KSM,24.6,1
1,AUK,MLL,6,1
1,AUK,MOU,9,7
1,AUK,PQS,6,4
1,AUK,SCM,24,10
1,AUK,SXP,24,6
1,AUK,UNK,9,0
1,AUS,ABQ,947,660.25
1,AUS,AFW,0,0
1,AUS,AMA,600,129
1,AUS,ATL,8112.5,6446.66666666667
1,AUS,BNA,3067,2746.33333333333
1,AUS,BOS,1728.42857142857,1276.28571428571
1,AUS,BTR,225,38.5
1,AUS,BWD,0,0
1,AUS,BWI,3244.66666666667,2298.33333333333
1,AUS,CAK,50,49
1,AUS,CKB,68,39.5
1,AUS,CLE,76,0
1,AUS,CLT,5991.66666666667,4957
1,AUS,CMH,150,84
1,AUS,CUN,3146,2294
1,AUS,CVG,793,531
1,AUS,DAL,14068.6666666667,8784.33333333333
1,AUS,DAY,50,46
1,AUS,DCA,1515.33333333333,1156.66666666667
1,AUS,DEN,4207,3628
1,AUS,DFW,18535.6666666667,14632.6666666667
1,AUS,DTW,1789,1358
1,AUS,ELP,4808.5,2766.5
1,AUS,EWR,2107,1609.22222222222
1,AUS,FLL,2352,2043.75
1,AUS,FOE,76,46
1,AUS,GDL,365,293
1,AUS,GPT,129,124
1,AUS,GRK,50,47
1,AUS,GSP,160,158
1,AUS,HOU,6025.75,4385
1,AUS,HRL,3861,2119
1,AUS,IAD,1868.28571428571,1437
1,AUS,IAH,3864,3000
1,AUS,IFP,378,172
1,AUS,IND,556,373.5
1,AUS,JFK,6111,4302.8
1,AUS,LAS,2714.625,2317.875
1,AUS,LAX,4036.54545454545,2721.27272727273
1,AUS,LBB,2018,1248.5
1,AUS,LEX,50,41
1,AUS,LGB,4650,4024
1,AUS,LHR,4416,3302
1,AUS,LIT,400,127
1,AUS,MBJ,160,135
1,AUS,MCI,2034,1523
1,AUS,MCO,2860.16666666667,2429.16666666667
1,AUS,MDW,3285.33333333333,2654.33333333333
1,AUS,MEM,0,0
1,AUS,MEX,2376,1720
1,AUS,MHK,76,39
1,AUS,MIA,6268,5104.5
1,AUS,MRY,7,2
1,AUS,MSP,2472.66666666667,2241.33333333333
1,AUS,MSY,1366,1104.57142857143
1,AUS,MTY,0,0
1,AUS,NAS,8,4
1,AUS,OAK,1776.33333333333,1199
1,AUS,ONT,300,283
1,AUS,ORD,2643.27272727273,1832.27272727273
1,AUS,PDX,708,588.833333333333
1,AUS,PHL,2813,2250
1,AUS,PHX,5546.83333333333,4594.5
1,AUS,RDU,472,369.25
1,AUS,SAN,2776.16666666667,2067.83333333333
1,AUS,SBA,228,0
1,AUS,SDF,0,0
1,AUS,SEA,2445.8,2014.2
1,AUS,SFB,82.5,74
1,AUS,SFO,2645.45454545455,1924.81818181818
1,AUS,SJC,3397.8,2187.8
1,AUS,SJT,0,0
1,AUS,SLC,3152.33333333333,2618
1,AUS,SMF,2010.5,1443.5
1,AUS,SNA,884,756.666666666667
1,AUS,SRQ,8,5
1,AUS,STL,3909,3102.5
1,AUS,SWO,76,45
1,AUS,TPA,2304,1883.5
1,AUS,TPL,0,0
1,AUS,TUL,0,0
1,AUS,TUS,50,30
1,AUS,YYZ,2910,2209
1,AVL,ATL,1987.33333333333,1623.33333333333
1,AVL,BWI,531,273
1,AVL,CAE,100,68
1,AVL,CHS,50,0
1,AVL,CLT,2514.8,1917.8
1,AVL,DLH,50,0
1,AVL,EWR,1421.5,940
1,AVL,FLL,6404.5,4206
1,AVL,FWA,50,0
1,AVL,MCO,2548,1253
1,AVL,ORD,2800,2050
1,AVL,PGD,1593,1311
1,AVL,PIE,4248,3206
1,AVL,SBN,50,0
1,AVL,SFB,2736,1915.5
1,AVL,TPA,2002,994
1,AVL,TYS,65,24
1,AVP,ABE,0,0
1,AVP,ATL,2970,2311
1,AVP,CLE,50,50
1,AVP,CLT,2262.66666666667,1851.33333333333
1,AVP,CMH,44,42
1,AVP,DCA,100,64
1,AVP,DTW,1375,965.5
1,AVP,IAD,3000,2118
1,AVP,MEM,50,17
1,AVP,ORD,2700,1857
1,AVP,PHL,1383.33333333333,905
1,AVP,PIT,152,39
1,AVP,PQI,50,10
1,AXA,HPN,13,1
1,AXA,LAS,12,5
1,AXA,SJU,339.333333333333,124.666666666667
1,AXA,STT,279,183
1,AXA,TEB,13,0
1,AXM,FLL,961,845.5
1,AZ1,AZ1,0,0
1,AZ3,VNY,9,1
1,AZA,ATW,1674,1546
1,AZA,BIL,2418,2054
1,AZA,BIS,2217,1821.5
1,AZA,BLI,1071,903
1,AZA,BLV,1488,1235
1,AZA,BOI,729,572.5
1,AZA,BZN,1488,1310
1,AZA,CID,2604,2421
1,AZA,CVG,1674,1426
1,AZA,DSM,1488,1353
1,AZA,EUG,1674,1378
1,AZA,FAR,5208,4684
1,AZA,FSD,5394,4928
1,AZA,FWA,930,791
1,AZA,GFK,2232,1899
1,AZA,GRI,1674,1444
1,AZA,GRR,2976,2626
1,AZA,GTF,1860,1682
1,AZA,ICT,1674,1435
1,AZA,IDA,1860,1638
1,AZA,LAS,792,675
1,AZA,MCI,1488,1334
1,AZA,MKE,744,482
1,AZA,MLI,1674,1555
1,AZA,MOT,1194,1079
1,AZA,MSO,1860,1655
1,AZA,OAK,1404,1083
1,AZA,OGD,714,583
1,AZA,OMA,1674,1519
1,AZA,PIA,1194,1043
1,AZA,PIE,186,167
1,AZA,PSC,915,810.5
1,AZA,PVU,5394,4674
1,AZA,RAP,1566,1323.5
1,AZA,RFD,1860,1676
1,AZA,SBN,1488,1252
1,AZA,SCK,714,570
1,AZA,SGF,1860,1681
1,AZA,SGU,714,180
1,AZA,STC,1674,1601
1,AZA,YEG,1635,741.5
1,AZA,YWG,1512,457
1,AZA,YYC,432,378.333333333333
1,AZO,DTW,1692,1124.25
1,AZO,MSP,581.666666666667,308.333333333333
1,AZO,ORD,3075,2012
1,AZO,SBN,69,40
1,AZS,PBI,13,4
1,B21,CDW,8,2
1,B21,DXR,8,2
1,BAF,MVY,8,1
1,BAH,CVG,0,0
1,BAQ,MIA,2019.5,1755.5
1,BBU,IAD,2303,967
1,BCN,BOS,2041,1415
1,BCN,EWR,4388.66666666667,2938
1,BCN,FLL,12,2
1,BCN,JFK,3486.5,2605
1,BCN,LAX,4472,3371
1,BCN,MIA,8432,7213
1,BCN,OAK,2408,1626
1,BCN,SFO,1413,1220.5
1,BCT,LGA,8,1
1,BCT,NAS,8,4
1,BCT,PLS,8,6
1,BCT,TEB,8.5,1
1,BCT,TN8,9,2
1,BCT,YYZ,9,2.33333333333333
1,BDA,ATL,1530.5,1006.5
1,BDA,BOS,4313.5,1870.5
1,BDA,EWR,0,0
1,BDA,JFK,2642.4,1519
1,BDA,MIA,2498,1740
1,BDA,PHL,545,335.5
1,BDL,ALB,0,0
1,BDL,ATL,7414.75,5725
1,BDL,BUF,0,0
1,BDL,BWI,7039,5090
1,BDL,CLE,1672,795
1,BDL,CLT,5050,4334.6
1,BDL,CUN,719,621
1,BDL,CVG,557.333333333333,238.333333333333
1,BDL,DAL,60,48
1,BDL,DCA,3460,2494.5
1,BDL,DEN,1355,1048.2
1,BDL,DFW,9028,6672
1,BDL,DTW,2662.4,1683.6
1,BDL,DUB,2478,1490
1,BDL,EWR,0,0
1,BDL,FLL,3728.83333333333,3082.16666666667
1,BDL,HPN,12,6
1,BDL,IAD,2511.5,1941.25
1,BDL,IAH,1976,1731
1,BDL,IND,0,0
1,BDL,JFK,100,84
1,BDL,LAX,652,449
1,BDL,MCO,4470.28571428571,3476.57142857143
1,BDL,MDT,0,0
1,BDL,MDW,4005,2937
1,BDL,MEM,0,0
1,BDL,MIA,4824,4426
1,BDL,MSP,1785.2,1305.6
1,BDL,ONT,0,0
1,BDL,ORD,2618.77777777778,1534.66666666667
1,BDL,PBI,7950,5631
1,BDL,PHL,1657.75,1092.375
1,BDL,PIT,44,16
1,BDL,PVD,0,0
1,BDL,RDU,673.333333333333,474.333333333333
1,BDL,RFD,0,0
1,BDL,ROC,0,0
1,BDL,RSW,3521,2495.25
1,BDL,SAN,160,80
1,BDL,SCK,0,0
1,BDL,SDF,0,0
1,BDL,SEA,0,0
1,BDL,SJU,8400,6695
1,BDL,STL,1606.33333333333,1313
1,BDL,SYR,0,0
1,BDL,TEB,10,5
1,BDL,TPA,4011.8,2956.8
1,BDL,YUL,760,175
1,BDL,YYZ,1636.5,883.5
1,BDR,BDL,0,0
1,BED,APF,9,8
1,BED,ATL,72,62
1,BED,BDL,10,5
1,BED,BHX,14,6
1,BED,BLM,8,1
1,BED,BOS,72,0
1,BED,CVG,173,0
1,BED,DTW,58,55
1,BED,EWR,144,59
1,BED,FRG,8,8
1,BED,LAF,173,0
1,BED,MCO,610.75,375
1,BED,MSS,8,3
1,BED,OAK,12,4
1,BED,PHL,58,46
1,BED,PHX,173,46
1,BED,RDU,100,62
1,BED,SDF,173,0
1,BED,STX,173,0
1,BED,SWF,12,0
1,BED,TEX,13,7
1,BED,YQB,8,4
1,BED,YUL,58,47
1,BEG,JFK,3096,2280
1,BEL,FLL,348,280.5
1,BEL,MIA,863.5,664.5
1,BET,AKI,37.875,16.625
1,BET,ANC,795.538461538462,438.384615384615
1,BET,ANI,21.5454545454545,10.6363636363636
1,BET,ANV,6,0
1,BET,ATT,38.8181818181818,12.4545454545455
1,BET,AUK,14.4285714285714,7.28571428571429
1,BET,BET,37.6666666666667,0
1,BET,CHU,4.5,0.5
1,BET,CYF,49,15.2
1,BET,CZF,18,5
1,BET,DLG,74,59
1,BET,EEK,45.75,13.4166666666667
1,BET,EHM,8.66666666666667,1
1,BET,ELI,0,0
1,BET,EMK,59.2857142857143,29.8571428571429
1,BET,GNU,38.2857142857143,7.71428571428571
1,BET,HPB,77.25,21.375
1,BET,KKH,44.625,17.5
1,BET,KKI,30.5833333333333,9
1,BET,KLG,39.1111111111111,21.4444444444444
1,BET,KOT,54,33.6666666666667
1,BET,KPN,48.2,19.6
1,BET,KSM,17.4,7
1,BET,KUK,46.4166666666667,20.5
1,BET,KWK,40.5,16.625
1,BET,KWN,52.8461538461538,18.4615384615385
1,BET,KWT,34.7777777777778,15.2222222222222
1,BET,MLL,37.1428571428571,15
1,BET,MOU,21,8.57142857142857
1,BET,MYU,47.25,15
1,BET,NME,23.3333333333333,7.66666666666667
1,BET,NUP,31.5454545454545,11.5454545454545
1,BET,OME,124,124
1,BET,OOK,27.5,10.1666666666667
1,BET,PKA,17.8888888888889,4
1,BET,PQS,33.25,18.125
1,BET,PTU,16.8,3
1,BET,RSH,50.4,26
1,BET,SCM,74.5,35.6666666666667
1,BET,SLQ,9,0
1,BET,SXP,6.5,2.16666666666667
1,BET,TLT,38.6,16.2
1,BET,TNK,19,6.81818181818182
1,BET,TOG,3,0
1,BET,UNK,38,28
1,BET,VAK,111.666666666667,47.8333333333333
1,BET,WNA,24.375,3.5
1,BET,WTL,49.8333333333333,22
1,BET,WWT,22.4444444444444,8.11111111111111
1,BFD,DAY,50,27
1,BFD,PIT,696,200
1,BFF,CPR,0,0
1,BFF,DEN,2600,1247
1,BFF,FSD,0,0
1,BFI,BFI,27,18
1,BFI,BIL,0,0
1,BFI,BOI,0,0
1,BFI,BUR,272,268
1,BFI,CSL,8,5
1,BFI,ESD,283.5,166.5
1,BFI,FRD,288,196
1,BFI,GEG,0,0
1,BFI,GSO,0,0
1,BFI,ICT,0,0
1,BFI,LAS,16,9
1,BFI,LAX,178,169
1,BFI,LBL,0,0
1,BFI,MCI,0,0
1,BFI,MKE,173,0
1,BFI,OAK,14,1
1,BFI,ONT,0,0
1,BFI,PDX,0,0
1,BFI,RFD,0,0
1,BFI,SDF,0,0
1,BFI,VNY,9,8
1,BFI,YCD,9,0
1,BFI,YQQ,9,1
1,BFI,YVR,9.6,3
1,BFI,YYJ,18,2
1,BFL,DEN,2950,2606
1,BFL,MHV,0,0
1,BFL,ONT,0,0
1,BFL,PHX,2155.33333333333,1620.33333333333
1,BFL,SFO,815,424
1,BFL,VIS,0,0
1,BFM,DFW,381,0
1,BFM,GTR,58,33
1,BFM,MEM,0,0
1,BFM,OAK,7,4
1,BFM,SJC,166,54
1,BGD,MEM,9,8
1,BGD,PDK,8,3
1,BGI,BOS,543,494
1,BGI,BQN,0,0
1,BGI,CLT,3968,3154
1,BGI,EWR,450,293
1,BGI,FLL,4650,3153
1,BGI,JFK,5636,4297.5
1,BGI,MIA,3990,2430.5
1,BGM,AVP,50,27
1,BGM,DTW,1360,936.5
1,BGM,SBN,50,0
1,BGR,AMS,246,0
1,BGR,BZZ,0,0
1,BGR,CMH,50,0
1,BGR,COF,0,0
1,BGR,DCA,755.666666666667,511.333333333333
1,BGR,DUB,19,4
1,BGR,EWR,1350,932.5
1,BGR,LGA,3598,2634
1,BGR,MIA,13,2
1,BGR,PHL,5300,4022
1,BGR,PIE,1770,1439
1,BGR,PQI,0,0
1,BGR,PWM,0,0
1,BGR,SFB,1138.5,887.5
1,BHB,BOS,783,310
1,BHM,ATL,12164,9899.33333333333
1,BHM,BNA,143,135
1,BHM,BWI,2248.5,1416.5
1,BHM,CLT,5787.5,4384.5
1,BHM,DAL,4465,3065
1,BHM,DCA,2082.5,1374
1,BHM,DEN,941.666666666667,737.666666666667
1,BHM,DFW,2413.4,1803.2
1,BHM,DTW,1755.33333333333,1147.66666666667
1,BHM,ELP,30,23
1,BHM,GSP,34,30
1,BHM,HOU,2830,2040
1,BHM,IAH,1646,1316.8
1,BHM,LAS,1494,1244.33333333333
1,BHM,LGA,1490.66666666667,953
1,BHM,MCO,1694.83333333333,1301
1,BHM,MDW,2464.33333333333,1495
1,BHM,MEM,0,0
1,BHM,MIA,1156,744
1,BHM,MQY,8,0
1,BHM,MSY,0,0
1,BHM,OAK,299,138.666666666667
1,BHM,ORD,765.5,561
1,BHM,PBI,13,0
1,BHM,PHL,3965,1828
1,BHM,ROA,132,35
1,BHM,SAN,143,136
1,BHM,SDF,0,0
1,BHM,SFB,50,9
1,BHM,SFO,358,352
1,BHM,SJC,272.5,262
1,BHM,SLC,261,0
1,BHM,TPA,3031.33333333333,1739.66666666667
1,BHM,USA,8,6
1,BHX,EWR,169,143
1,BID,WST,810.5,359
1,BIH,ONT,0,0
1,BIL,AZA,2418,1999
1,BIL,CPR,0,0
1,BIL,DEN,1602.57142857143,1181.57142857143
1,BIL,DFW,2356,1313
1,BIL,EWR,150,82
1,BIL,GDV,549,192
1,BIL,GGW,549,311
1,BIL,GTF,0,0
1,BIL,HVR,540,242
1,BIL,IFP,378,191
1,BIL,LAS,1404,1240
1,BIL,MEM,0,0
1,BIL,MSP,1429.25,1167.5
1,BIL,OLF,558,300
1,BIL,ONT,0,0
1,BIL,PDX,1064,710
1,BIL,SDF,0,0
1,BIL,SDY,1350,784
1,BIL,SEA,1938,1435
1,BIL,SLC,1297.71428571429,913.571428571429
1,BIM,FLL,363.333333333333,172.333333333333
1,BIM,MPB,8,1
1,BIS,AZA,2217,1566
1,BIS,DEN,2825,2272.5
1,BIS,DFW,3547,2361
1,BIS,FAR,0,0
1,BIS,FWA,50,0
1,BIS,IFP,378,277
1,BIS,LAS,873,801.5
1,BIS,MOT,0,0
1,BIS,MSP,1436.71428571429,1109
1,BIS,ORD,866.666666666667,623.666666666667
1,BIS,RAP,79,34
1,BIS,SFB,1116,894
1,BJI,FAR,0,0
1,BJI,MSP,1017.33333333333,726.333333333333
1,BJX,ATL,3067,2100
1,BJX,BOS,160,148
1,BJX,DFW,1638.66666666667,1099.33333333333
1,BJX,DTW,1676,716
1,BJX,IAH,9272,6820
1,BJX,LAX,1405.85714285714,901.857142857143
1,BJX,LRD,0,0
1,BJX,MDW,1529.5,1105
1,BJX,OAK,811,539.5
1,BJX,ORD,2052,1286
1,BJX,PDX,160,119
1,BJX,PTK,0,0
1,BJX,SEA,160,139
1,BJX,SFO,160,146
1,BJX,SHV,0,0
1,BJX,SJC,808,532.5
1,BJX,SMF,817.5,540.5
1,BKC,DRG,35.125,10.875
1,BKC,FAI,9,6
1,BKC,KVL,9,4
1,BKC,ORV,36,27
1,BKC,OTZ,81.1111111111111,29.8888888888889
1,BKC,SHH,9,9
1,BKC,WLK,19.2,6.2
1,BKC,WTK,9,9
1,BKL,IND,8,3
1,BKL,LUK,1320,874
1,BKL,MIA,346,101
1,BKL,MKE,173,0
1,BKW,CLT,1380,299
1,BKW,PKB,1470,235
1,BLA,MIA,2612.33333333333,2038.33333333333
1,BLD,BLD,1386.66666666667,1134.33333333333
1,BLI,AZA,1164,954.5
1,BLI,ESD,0,0
1,BLI,FAI,312,200
1,BLI,FRD,0,0
1,BLI,IFP,189,94
1,BLI,KOA,426,375.5
1,BLI,LAS,7800,6430
1,BLI,LAX,1872,1685
1,BLI,OAK,2340,1927
1,BLI,OGG,2703,2048
1,BLI,PSP,2340,1735
1,BLI,SAN,1404,1153
1,BLI,SEA,1933.28571428571,1194.28571428571
1,BLI,TUS,1404,561
1,BLM,BED,8,1
1,BLV,AZA,1488,1201
1,BLV,LAS,1404,1109
1,BLV,PGD,1860,1629
1,BLV,PIE,786,726
1,BLV,SFB,826.5,687
1,BLV,VPS,1716,1371
1,BMA,OPF,14,10
1,BMA,TEB,14,2
1,BMG,CLE,173,117
1,BMG,MCO,173,0
1,BMG,MSN,50,28
1,BMI,ATL,6306,5134
1,BMI,DFW,3805,3107
1,BMI,MCO,1287,917
1,BMI,MDW,9,2
1,BMI,MEM,0,0
1,BMI,MSN,0,0
1,BMI,MSP,63,43.5
1,BMI,ORD,2200,1412
1,BMI,PIE,687,586.5
1,BMI,SFB,999,834.5
1,BNA,ASE,70,0
1,BNA,ATL,6953.55555555556,5161.33333333333
1,BNA,AUS,3259,2825.66666666667
1,BNA,BDL,152,132
1,BNA,BNA,15,6
1,BNA,BOS,3189.71428571429,2371.57142857143
1,BNA,BWG,30,0
1,BNA,BWI,7872.66666666667,4935.33333333333
1,BNA,CHS,1546.66666666667,1135.66666666667
1,BNA,CLE,3382,2734.66666666667
1,BNA,CLT,3924.3,2896.2
1,BNA,CMH,3877,3029
1,BNA,CUN,251.2,199.2
1,BNA,CVG,0,0
1,BNA,DAL,7412.33333333333,5377.33333333333
1,BNA,DCA,3629.71428571429,1906.42857142857
1,BNA,DEN,2449,2163.53846153846
1,BNA,DFW,4808.57142857143,3593.14285714286
1,BNA,DSM,63,7
1,BNA,DTW,2346.6,1739.5
1,BNA,ECP,4536.5,2583.5
1,BNA,EWR,1954,1362.9
1,BNA,FLL,5101,4508.75
1,BNA,FNT,50,0
1,BNA,GGT,12,5
1,BNA,GLH,384,224
1,BNA,GNV,50,0
1,BNA,GPT,129,123
1,BNA,HOU,6558,4272.66666666667
1,BNA,IAD,752,561.5
1,BNA,IAH,1501.75,1290.375
1,BNA,IND,35,0
1,BNA,ISM,16,11
1,BNA,JAX,3037,2370.66666666667
1,BNA,JFK,2060,1424
1,BNA,LAS,2960.5,2214
1,BNA,LAX,4348.5,3520
1,BNA,LEX,50,33
1,BNA,LGA,4341.28571428571,2768.85714285714
1,BNA,LHR,3638,2391
1,BNA,MCI,6340,4812.5
1,BNA,MCO,2836.4,2313.1
1,BNA,MDW,7516.33333333333,4861.66666666667
1,BNA,MEM,20,4
1,BNA,MFE,0,0
1,BNA,MGM,50,42
1,BNA,MHH,9,6
1,BNA,MIA,1711.75,1433.25
1,BNA,MKE,6864,5360
1,BNA,MKG,50,0
1,BNA,MQY,18.75,0
1,BNA,MSL,344,107
1,BNA,MSP,1220.33333333333,905.916666666667
1,BNA,MSY,3666,2541.6
1,BNA,NAS,16,2
1,BNA,OAK,1605.66666666667,1394.33333333333
1,BNA,OKC,715,618
1,BNA,OMA,12,7
1,BNA,ORD,1555,1026.15789473684
1,BNA,PGD,1488,1097
1,BNA,PHL,2861,1904.33333333333
1,BNA,PHX,5322,3923.33333333333
1,BNA,PIE,712.5,525
1,BNA,PIT,2299,1523.25
1,BNA,PNS,8723,5088
1,BNA,RDU,4015.75,3083.25
1,BNA,RIC,712.5,406
1,BNA,RSW,924,688.8
1,BNA,SAN,2718,2529
1,BNA,SAT,3957,3110
1,BNA,SEA,2340.25,1870.75
1,BNA,SFB,156,98
1,BNA,SFO,2301.5,1364.16666666667
1,BNA,SHD,50,0
1,BNA,SLC,4640,3849
1,BNA,STL,9152,7838
1,BNA,TEB,8,2
1,BNA,TPA,4680.75,3417.5
1,BNA,TTN,183,132
1,BNA,TUP,2044,1034
1,BNA,TUS,76,0
1,BNA,TYS,0,0
1,BNA,UST,8,3
1,BNA,YWG,146,89
1,BNA,YYZ,3164,2384
1,BNE,HNL,4170,3523
1,BNE,LAX,10120.5,9393.5
1,BOG,ATL,3082,2488
1,BOG,BOS,3120,2355
1,BOG,DFW,3968,3093
1,BOG,EWR,4662,3622
1,BOG,FLL,6003.66666666667,4839
1,BOG,HSV,0,0
1,BOG,IAD,2175,1825
1,BOG,IAH,3284.33333333333,2655
1,BOG,JFK,4193.2,3252
1,BOG,LAX,3876,3186.5
1,BOG,MCO,4598.33333333333,3946.33333333333
1,BOG,MEM,0,0
1,BOG,MIA,2021.42857142857,1673.85714285714
1,BOG,ORD,975,650.5
1,BOG,SJU,1283.33333333333,970.333333333333
1,BOI,ABQ,0,0
1,BOI,AZA,729,571.5
1,BOI,BIL,0,0
1,BOI,BUF,76,0
1,BOI,CID,0,0
1,BOI,CPR,0,0
1,BOI,DAL,76,70
1,BOI,DEN,2190.3,1728.9
1,BOI,DFW,2740,2335.5
1,BOI,DTW,76,0
1,BOI,GEG,3012.75,1782
1,BOI,IAH,2280,2143
1,BOI,JFK,149,146
1,BOI,LAS,2743.5,2015.75
1,BOI,LAX,2721.33333333333,2253.33333333333
1,BOI,MEM,0,0
1,BOI,MRY,50,0
1,BOI,MSP,1903,1532
1,BOI,OAK,4727.5,2789
1,BOI,OMA,159,113
1,BOI,ORD,2242,1788.5
1,BOI,PDX,5269.33333333333,3601
1,BOI,PHX,1780.375,1367.375
1,BOI,PSP,152,0
1,BOI,RDD,50,0
1,BOI,RDM,76,56
1,BOI,RNO,760,391
1,BOI,SAN,1734.25,1287.5
1,BOI,SDF,0,0
1,BOI,SEA,4936.71428571429,3632.85714285714
1,BOI,SFO,3176.66666666667,2376.33333333333
1,BOI,SJC,3394.5,2611.5
1,BOI,SLC,2931.83333333333,2462.16666666667
1,BOI,SMF,1727.75,1417
1,BOI,SMN,37.3333333333333,5.66666666666667
1,BOI,TUS,76,0
1,BOI,YVR,18,15
1,BOM,EWR,10886,9163
1,BOM,JFK,4446,2306
1,BON,ATL,1038,738
1,BON,EWR,351.5,303
1,BON,IAH,234.333333333333,183.333333333333
1,BON,MIA,2176,1261
1,BOS,ABQ,150,139
1,BOS,ACK,1503,811
1,BOS,ALB,747,312
1,BOS,AMS,9083,7377
1,BOS,APA,8,5
1,BOS,ARN,291,278
1,BOS,ATL,6894.38461538462,5197.61538461538
1,BOS,AUA,2897.5,2404
1,BOS,AUG,693,245
1,BOS,AUS,1690.42857142857,1091.42857142857
1,BOS,BCN,2041,1625.5
1,BOS,BDA,4239,2076.5
1,BOS,BDL,4,2
1,BOS,BGI,543,478
1,BOS,BHB,783,342
1,BOS,BNA,2720.875,1893.875
1,BOS,BOG,3120,2268
1,BOS,BOS,8,4
1,BOS,BUF,3077,1714.5
1,BOS,BUR,4104,1668
1,BOS,BWI,8682.5,6228
1,BOS,CDG,3110,2457.16666666667
1,BOS,CHS,1148.5,822.5
1,BOS,CLE,1827.33333333333,1389.33333333333
1,BOS,CLT,8279.66666666667,6402.16666666667
1,BOS,CMH,1503.66666666667,785.166666666667
1,BOS,CUN,1421,1305.6
1,BOS,CVG,2366,1374
1,BOS,DAL,1601.33333333333,1215
1,BOS,DCA,8349.75,5379.375
1,BOS,DEN,5004,4212.85714285714
1,BOS,DFW,8691.75,7351
1,BOS,DOH,11098,9558
1,BOS,DTW,4227.5,3252.5
1,BOS,DUB,11701,9690
1,BOS,DXB,10974,10298
1,BOS,EWR,3793.53846153846,2724.30769230769
1,BOS,FCO,1250,1223
1,BOS,FLL,10093,8932.5
1,BOS,FRA,3490.5,3166.5
1,BOS,GCM,450,394
1,BOS,GPT,129,120
1,BOS,GRU,3882,3301
1,BOS,HAV,450,265
1,BOS,HDN,1200,761
1,BOS,HKG,7975,7722
1,BOS,HOU,2155.5,1794.75
1,BOS,HPN,40,27.5
1,BOS,HYA,639,84
1,BOS,IAD,1651.1,1343.7
1,BOS,IAH,2610.5,2170.83333333333
1,BOS,IND,1084.25,618.625
1,BOS,IST,6069,5724
1,BOS,JAX,2885.5,1957.75
1,BOS,JFK,3120.13333333333,2191.4
1,BOS,KEF,2950,2165.8
1,BOS,LAS,2794.875,2202.375
1,BOS,LAX,5778.63636363636,4566.81818181818
1,BOS,LBG,16,1
1,BOS,LEB,927,401
1,BOS,LGA,6819.09090909091,3569.09090909091
1,BOS,LGB,4000,2915.5
1,BOS,LGW,10664,8630
1,BOS,LHR,5904,4004.14285714286
1,BOS,LIR,450,422
1,BOS,LIS,5966,4842
1,BOS,MAD,1903,1370.5
1,BOS,MBJ,627.75,545.25
1,BOS,MCI,1271.5,610.5
1,BOS,MCO,7435.375,6138.625
1,BOS,MDT,1250,543
1,BOS,MDW,2536.75,1915.5
1,BOS,MEM,14.4,11
1,BOS,MEX,2660,1893
1,BOS,MIA,8504.25,7988.25
1,BOS,MKE,1577.75,788
1,BOS,MSP,3980.9,2766.5
1,BOS,MSS,608,268
1,BOS,MSY,1737.6,1351.8
1,BOS,MUC,4353,3335
1,BOS,MVY,981,427
1,BOS,MYR,5460,3910
1,BOS,NAS,475,424.666666666667
1,BOS,NRT,6045,5463
1,BOS,ORD,6629.9,5001.4
1,BOS,ORF,69,60
1,BOS,PAP,1512,1383
1,BOS,PBI,5359.83333333333,4398.5
1,BOS,PDL,3534,2944
1,BOS,PDX,2918,2070.5
1,BOS,PEK,2799,2657
1,BOS,PHL,4887.78571428571,2952.07142857143
1,BOS,PHX,6407.33333333333,5698.66666666667
1,BOS,PIT,5458,3351
1,BOS,PLS,584,511
1,BOS,POP,462,449
1,BOS,PTY,3406,2924.5
1,BOS,PUJ,1320.66666666667,1214.33333333333
1,BOS,PVC,720,340
1,BOS,PVD,161.5,74.5
1,BOS,PVG,5184,4816
1,BOS,RAI,915,691
1,BOS,RDU,3239.375,2091.375
1,BOS,RIC,2522,1381.33333333333
1,BOS,RKD,747,338
1,BOS,ROC,2825,2118.5
1,BOS,RSW,5623.14285714286,4106.85714285714
1,BOS,RUT,720,365
1,BOS,SAL,2559,2175
1,BOS,SAN,4593.66666666667,3607
1,BOS,SAV,1143.33333333333,888.666666666667
1,BOS,SDF,0,0
1,BOS,SDQ,4347,3776.5
1,BOS,SEA,5957.5,4663
1,BOS,SFO,6880.77777777778,5364.44444444444
1,BOS,SJC,2550,1752
1,BOS,SJU,5276,4792
1,BOS,SLC,4673,3965.66666666667
1,BOS,SLK,666,245
1,BOS,SMF,175,101
1,BOS,SNN,885,846
1,BOS,SRQ,3050,2003
1,BOS,STI,3550,2744
1,BOS,STL,4597,3018
1,BOS,SYR,1925,945
1,BOS,TER,930,862
